8.136649727821350098e-01,-1.322981595993041992e+00,8.123179078102111816e-01,-2.457439666613936424e-03,-3.482793923467397690e-03,-7.234920859336853027e-01,6.903195381164550781e-01,-5.600731447339057922e-02,9.656262397766113281e-02,2.410010993480682373e-01,2.916867136955261230e-01,-2.168650478124618530e-01,-1.507965661585330963e-02,2.317178063094615936e-02,-1.761348098516464233e-01,-3.769107162952423096e-01,2.108446657657623291e-01,-2.401569038629531860e-01,8.331331610679626465e-02,-4.156501591205596924e-02,9.700295515358448029e-03,1.034793555736541748e-01,5.099693536758422852e-01,1.325080752372741699e+00,7.843738198280334473e-01,7.438073754310607910e-01,-1.543920766562223434e-02,1.663388609886169434e-01,7.223908305168151855e-01,2.006723135709762573e-01,-1.397252082824707031e+00,-6.289157271385192871e-01,8.276375532150268555e-01,-1.027990132570266724e-01,1.659480780363082886e-01,-5.262436866760253906e-01
8.136172890663146973e-01,-1.323223710060119629e+00,8.125647306442260742e-01,-5.482350941747426987e-03,-6.328397896140813828e-03,-7.362632155418395996e-01,6.766434311866760254e-01,-2.330890856683254242e-02,1.026210486888885498e-01,2.784697413444519043e-01,2.659676969051361084e-01,-2.169609665870666504e-01,-2.128331735730171204e-02,2.375095523893833160e-02,-1.656347960233688354e-01,-3.360455930233001709e-01,2.035536915063858032e-01,-2.390400469303131104e-01,7.969231903553009033e-02,-3.749599680304527283e-03,6.886499002575874329e-03,1.130941286683082581e-01,5.114724040031433105e-01,1.327576875686645508e+00,7.868158817291259766e-01,7.508028745651245117e-01,-1.728030666708946228e-02,1.526837199926376343e-01,7.233558297157287598e-01,1.987462490797042847e-01,-1.394183874130249023e+00,-6.281720995903015137e-01,8.384689688682556152e-01,-1.011496186256408691e-01,1.475532799959182739e-01,-5.287598371505737305e-01
8.136726021766662598e-01,-1.323342800140380859e+00,8.126420974731445312e-01,-6.986646912992000580e-03,-8.265410549938678741e-03,-7.407850027084350586e-01,6.716549992561340332e-01,-1.016812399029731750e-02,1.037877574563026428e-01,2.930641472339630127e-01,2.578017711639404297e-01,-2.152373492717742920e-01,-2.254542894661426544e-02,2.490375190973281860e-02,-1.638069152832031250e-01,-3.219623565673828125e-01,2.032117992639541626e-01,-2.373044341802597046e-01,7.864594459533691406e-02,1.020605396479368210e-02,6.415023002773523331e-03,1.183982193470001221e-01,5.105572938919067383e-01,1.327762365341186523e+00,7.846373319625854492e-01,7.532836198806762695e-01,-1.784614101052284241e-02,1.476063430309295654e-01,7.232567071914672852e-01,1.982305645942687988e-01,-1.393931627273559570e+00,-6.279974579811096191e-01,8.410993218421936035e-01,-1.010297983884811401e-01,1.436909437179565430e-01,-5.302647948265075684e-01
8.137051463127136230e-01,-1.323426246643066406e+00,8.126876950263977051e-01,-7.626204285770654678e-03,-9.175519458949565887e-03,-7.423394322395324707e-01,6.699177622795104980e-01,-5.022351164370775223e-03,1.038578972220420837e-01,2.982341051101684570e-01,2.549029290676116943e-01,-2.144485563039779663e-01,-2.284941077232360840e-02,2.573638409376144409e-02,-1.635479182004928589e-01,-3.171158730983734131e-01,2.033390551805496216e-01,-2.366920709609985352e-01,7.835529744625091553e-02,1.529126893728971481e-02,6.273377686738967896e-03,1.210021376609802246e-01,5.095054507255554199e-01,1.327811002731323242e+00,7.830287814140319824e-01,7.539041042327880859e-01,-1.890233904123306274e-02,1.454588770866394043e-01,7.223604321479797363e-01,1.973437815904617310e-01,-1.393800258636474609e+00,-6.274235844612121582e-01,8.415015935897827148e-01,-9.987362474203109741e-02,1.431840956211090088e-01,-5.307066440582275391e-01
8.137207627296447754e-01,-1.323480367660522461e+00,8.127269744873046875e-01,-7.882378064095973969e-03,-9.556440636515617371e-03,-7.428060770034790039e-01,6.693919897079467773e-01,-3.140558954328298569e-03,1.037372648715972900e-01,2.999032735824584961e-01,2.539389729499816895e-01,-2.139943391084671021e-01,-2.283491939306259155e-02,2.625599317252635956e-02,-1.636377424001693726e-01,-3.156476318836212158e-01,2.034018784761428833e-01,-2.363807410001754761e-01,7.824776321649551392e-02,1.716254465281963348e-02,6.294461898505687714e-03,1.223140880465507507e-01,5.082497000694274902e-01,1.327794909477233887e+00,7.817999124526977539e-01,7.535636425018310547e-01,-1.900608278810977936e-02,1.452618092298507690e-01,7.214978933334350586e-01,1.965742856264114380e-01,-1.393663525581359863e+00,-6.268681883811950684e-01,8.412305712699890137e-01,-9.854500740766525269e-02,1.433318853378295898e-01,-5.310253500938415527e-01
8.137227892875671387e-01,-1.323504328727722168e+00,8.127661347389221191e-01,-7.942556403577327728e-03,-9.717827662825584412e-03,-7.428486347198486328e-01,6.693417429924011230e-01,-2.627550857141613960e-03,1.035777851939201355e-01,3.002581596374511719e-01,2.536398172378540039e-01,-2.135977298021316528e-01,-2.269528806209564209e-02,2.658130228519439697e-02,-1.637970358133316040e-01,-3.154992461204528809e-01,2.033888548612594604e-01,-2.361461818218231201e-01,7.818273454904556274e-02,1.791633479297161102e-02,6.368304137140512466e-03,1.230162605643272400e-01,5.070245265960693359e-01,1.327903747558593750e+00,7.810662984848022461e-01,7.525206804275512695e-01,-1.794264838099479675e-02,1.462688446044921875e-01,7.205139994621276855e-01,1.961325556039810181e-01,-1.393501162528991699e+00,-6.265533566474914551e-01,8.407553434371948242e-01,-9.794546663761138916e-02,1.436010301113128662e-01,-5.313022136688232422e-01
8.137175440788269043e-01,-1.323502898216247559e+00,8.128024935722351074e-01,-7.922332733869552612e-03,-9.778358973562717438e-03,-7.427249550819396973e-01,6.694782972335815430e-01,-2.690130844712257385e-03,1.033979207277297974e-01,3.001035153865814209e-01,2.535838484764099121e-01,-2.132190614938735962e-01,-2.250069752335548401e-02,2.672126144170761108e-02,-1.639726758003234863e-01,-3.158299028873443604e-01,2.033327966928482056e-01,-2.359400391578674316e-01,7.812885940074920654e-02,1.824000664055347443e-02,6.455200724303722382e-03,1.234640330076217651e-01,5.058591961860656738e-01,1.328219294548034668e+00,7.809512615203857422e-01,7.508787512779235840e-01,-1.443667151033878326e-02,1.482634544372558594e-01,7.191970348358154297e-01,1.960962414741516113e-01,-1.393361926078796387e+00,-6.264618039131164551e-01,8.403534293174743652e-01,-9.775750339031219482e-02,1.436161398887634277e-01,-5.313155055046081543e-01
8.137096166610717773e-01,-1.323475956916809082e+00,8.128342628479003906e-01,-7.865834981203079224e-03,-9.790486656129360199e-03,-7.425410151481628418e-01,6.696828007698059082e-01,-2.999545074999332428e-03,1.032224148511886597e-01,2.997677326202392578e-01,2.536035180091857910e-01,-2.128603607416152954e-01,-2.228130213916301727e-02,2.674183063209056854e-02,-1.641427129507064819e-01,-3.162994682788848877e-01,2.033376097679138184e-01,-2.357663959264755249e-01,7.807255536317825317e-02,1.838422380387783051e-02,6.549604237079620361e-03,1.238199323415756226e-01,5.048606991767883301e-01,1.328699588775634766e+00,7.808908224105834961e-01,7.490394711494445801e-01,-1.222950033843517303e-02,1.491954028606414795e-01,7.194683551788330078e-01,1.965065449476242065e-01,-1.393317818641662598e+00,-6.265965700149536133e-01,8.402321338653564453e-01,-9.797383099794387817e-02,1.431042701005935669e-01,-5.311560034751892090e-01
8.137013316154479980e-01,-1.323428034782409668e+00,8.128607869148254395e-01,-7.786753121763467789e-03,-9.778406471014022827e-03,-7.423502802848815918e-01,6.698954105377197266e-01,-3.424083115532994270e-03,1.030677258968353271e-01,2.993985414505004883e-01,2.536453008651733398e-01,-2.125225216150283813e-01,-2.205124869942665100e-02,2.664737962186336517e-02,-1.643105745315551758e-01,-3.167663216590881348e-01,2.033805698156356812e-01,-2.356343418359756470e-01,7.800513505935668945e-02,1.844056323170661926e-02,6.651040632277727127e-03,1.242531612515449524e-01,5.041528344154357910e-01,1.329383969306945801e+00,7.807120680809020996e-01,7.476316690444946289e-01,-1.100974995642900467e-02,1.497851014137268066e-01,7.194511890411376953e-01,1.971130520105361938e-01,-1.393512368202209473e+00,-6.267797350883483887e-01,8.406222462654113770e-01,-9.882596135139465332e-02,1.422260552644729614e-01,-5.310158133506774902e-01
8.136925697326660156e-01,-1.323362469673156738e+00,8.128818869590759277e-01,-7.696379907429218292e-03,-9.751207195222377777e-03,-7.421826720237731934e-01,6.700825095176696777e-01,-3.906496334820985794e-03,1.029326319694519043e-01,2.990861237049102783e-01,2.537100315093994141e-01,-2.122080028057098389e-01,-2.182631939649581909e-02,2.645575813949108124e-02,-1.644730716943740845e-01,-3.171456754207611084e-01,2.034427076578140259e-01,-2.355403006076812744e-01,7.792223244905471802e-02,1.844735257327556610e-02,6.745292339473962784e-03,1.247233971953392029e-01,5.037463903427124023e-01,1.330116510391235352e+00,7.804496884346008301e-01,7.467818260192871094e-01,-1.049966271966695786e-02,1.499686837196350098e-01,7.191022634506225586e-01,1.977821439504623413e-01,-1.394007086753845215e+00,-6.267945766448974609e-01,8.415843248367309570e-01,-1.000519394874572754e-01,1.412519067525863647e-01,-5.311551094055175781e-01
8.136851787567138672e-01,-1.323285460472106934e+00,8.128987550735473633e-01,-7.597980555146932602e-03,-9.714758954942226410e-03,-7.420461177825927734e-01,6.702353954315185547e-01,-4.402128048241138458e-03,1.028116643428802490e-01,2.988640964031219482e-01,2.537890672683715820e-01,-2.119169384241104126e-01,-2.161142602562904358e-02,2.617801353335380554e-02,-1.646219938993453979e-01,-3.174188733100891113e-01,2.035317569971084595e-01,-2.354630082845687866e-01,7.783061265945434570e-02,1.842154376208782196e-02,6.838895380496978760e-03,1.251853257417678833e-01,5.035908818244934082e-01,1.330850124359130859e+00,7.803626060485839844e-01,7.465037703514099121e-01,-1.009119488298892975e-02,1.499868780374526978e-01,7.188098430633544922e-01,1.985640674829483032e-01,-1.394497394561767578e+00,-6.276493072509765625e-01,8.426133394241333008e-01,-1.019888073205947876e-01,1.408016532659530640e-01,-5.309509038925170898e-01
8.136805295944213867e-01,-1.323199152946472168e+00,8.129118680953979492e-01,-7.500595878809690475e-03,-9.670520201325416565e-03,-7.419376969337463379e-01,6.703571081161499023e-01,-4.898276180028915405e-03,1.027130633592605591e-01,2.987211942672729492e-01,2.538728117942810059e-01,-2.116596847772598267e-01,-2.140841819345951080e-02,2.584348246455192566e-02,-1.647517681121826172e-01,-3.176020085811614990e-01,2.036364823579788208e-01,-2.353936284780502319e-01,7.773555815219879150e-02,1.838325709104537964e-02,6.916891317814588547e-03,1.256248503923416138e-01,5.035655498504638672e-01,1.331370115280151367e+00,7.801004052162170410e-01,7.470903992652893066e-01,-9.106980636715888977e-03,1.507627516984939575e-01,7.187976241111755371e-01,1.999541670083999634e-01,-1.394981026649475098e+00,-6.294839978218078613e-01,8.431388735771179199e-01,-1.027044802904129028e-01,1.413585692644119263e-01,-5.312771797180175781e-01
8.136810064315795898e-01,-1.323104381561279297e+00,8.129216432571411133e-01,-7.406766992062330246e-03,-9.630184620618820190e-03,-7.418588995933532715e-01,6.704459786415100098e-01,-5.372097250074148178e-03,1.026366204023361206e-01,2.986731529235839844e-01,2.539704740047454834e-01,-2.114387154579162598e-01,-2.123329229652881622e-02,2.546998858451843262e-02,-1.648561805486679077e-01,-3.176949620246887207e-01,2.037676125764846802e-01,-2.353656888008117676e-01,7.762433588504791260e-02,1.832410506904125214e-02,6.984149105846881866e-03,1.260092109441757202e-01,5.039175748825073242e-01,1.331792712211608887e+00,7.793202996253967285e-01,7.485286593437194824e-01,-8.973769843578338623e-03,1.517283171415328979e-01,7.189673185348510742e-01,2.020192444324493408e-01,-1.395310282707214355e+00,-6.325330734252929688e-01,8.428983688354492188e-01,-1.022027134895324707e-01,1.420747488737106323e-01,-5.325604677200317383e-01
8.136854171752929688e-01,-1.323002099990844727e+00,8.129265904426574707e-01,-7.326421793550252914e-03,-9.603891521692276001e-03,-7.418082356452941895e-01,6.705032587051391602e-01,-5.793237127363681793e-03,1.025981679558753967e-01,2.987085878849029541e-01,2.540929615497589111e-01,-2.112662643194198608e-01,-2.108190022408962250e-02,2.508315071463584900e-02,-1.649384051561355591e-01,-3.177129328250885010e-01,2.039482593536376953e-01,-2.353541553020477295e-01,7.752332091331481934e-02,1.825593225657939911e-02,7.031484507024288177e-03,1.262984722852706909e-01,5.043597221374511719e-01,1.332038640975952148e+00,7.783299088478088379e-01,7.503617405891418457e-01,-1.021423656493425369e-02,1.519067287445068359e-01,7.193422913551330566e-01,2.041813731193542480e-01,-1.395334720611572266e+00,-6.361525058746337891e-01,8.420969843864440918e-01,-1.019354313611984253e-01,1.425529420375823975e-01,-5.338373780250549316e-01
8.136921525001525879e-01,-1.322896599769592285e+00,8.129265308380126953e-01,-7.271129172295331955e-03,-9.597915224730968475e-03,-7.417828440666198730e-01,6.705320477485656738e-01,-6.138443481177091599e-03,1.025900095701217651e-01,2.988093197345733643e-01,2.542546391487121582e-01,-2.111555039882659912e-01,-2.095960453152656555e-02,2.472427673637866974e-02,-1.649902760982513428e-01,-3.176693022251129150e-01,2.041712105274200439e-01,-2.353618144989013672e-01,7.743880897760391235e-02,1.819244027137756348e-02,7.044461555778980255e-03,1.265176236629486084e-01,5.041714906692504883e-01,1.332156658172607422e+00,7.769549489021301270e-01,7.520604729652404785e-01,-1.192882750183343887e-02,1.505959481000900269e-01,7.198243737220764160e-01,2.061741948127746582e-01,-1.395114064216613770e+00,-6.395053863525390625e-01,8.409472107887268066e-01,-1.028176620602607727e-01,1.435049921274185181e-01,-5.348474979400634766e-01
